year,paper,affiliations
2020,Consistent Estimators for Learning to Defer to an Expert,Massachusetts Institute of Technology
2020,Implicit Generative Modeling for Efficient Exploration,Oregon State University
2020,Dynamics of Deep Neural Networks and Neural Tangent Hierarchy,New York University
2020,Progressive Graph Learning for Open-Set Domain Adaptation,"Postdoctoral Research Fellow, University of Queensland"
2020,Privately Learning Markov Random Fields,Cornell University
2020,Context-aware Dynamics Model for Generalization in Model-Based Reinforcement Learning,"Postdoc, UC Berkeley"
2020,Fundamental Tradeoffs between Invariance and Sensitivity to Adversarial Perturbations,"Visiting Researcher, Google Brain"
2020,Sets Clustering,"Computer Science Department, University of Haifa"
2020,Choice Set Optimization Under Discrete Choice Models of Group Decisions,Cornell University
2020,Approximating Stacked and Bidirectional Recurrent Architectures with the Delayed Recurrent Neural Network,Research Scientist in Machine Learning at Intel Labs
2020,Fine-Grained Analysis of Stability and Generalization for Stochastic Gradient Descent,University of Birmingham
2020,A general recurrent state space framework for modeling neural dynamics during decision-making,Princeton University
2020,On Coresets for Regularized Regression,IIT Gandhinagar
2020,Superpolynomial Lower Bounds for Learning One-Layer Neural Networks using Gradient Descent,"Postdoctoral Researcher, Microsoft Research NYC"
2020,Decoupled Greedy Learning of CNNs,"Assistant Professor, Concordia University and Mila Quebec AI Institute"
2020,Optimal transport mapping via input convex neural networks,University of Illinois at Urbana-Champaign
2020,Optimizing Black-box Metrics with Adaptive Surrogates,
2020,Learning and Evaluating Contextual Embedding of Source Code,"Associate Professor, Indian Institute of Science"
2020,Private Outsourced Bayesian Optimization,National University of Singapore
2020,Polynomial Tensor Sketch for Element-wise Function of Low-Rank Matrix,Yale University
2020,Budgeted Online Influence Maximization,"Inria Sequel, ENS Paris Saclay"
2020,Communication-Efficient Distributed PCA by Riemannian Optimization,"Nanyang Technological University, Singapore"
2020,Alleviating Privacy Attacks via Causal Learning,Microsoft Research
2020,Structured Linear Contextual Bandits: A Sharp and Geometric Smoothed Analysis,Amazon
2020,Individual Calibration with Randomized Forecasting,Stanford University
2020,Randomly Projected Additive Gaussian Processes for Regression,"Masters Student, Cornell University"
2020,Proper Network Interpretability Helps Adversarial Robustness in Classification,Massachusetts Institute of Technology
2020,Robust Outlier Arm Identification,University of Wisconsin-Madison
2020,Structure Adaptive Algorithms for Stochastic Bandits,INRIA Lille
2020,Predictive Multiplicity in Classification,Stanford University
2020,Adversarial Filters of Dataset Biases,Allen Institute for Artificial Intelligence
2020,Understanding Self-Training for Gradual Domain Adaptation,"PhD Student, Stanford University"
2020,Class-Weighted Classification: Trade-offs and Robust Approaches,Carnegie Mellon University
2020,Divide and Conquer: Leveraging Intermediate Feature Representations for Quantized Training of Neural Networks,"Research Scientist at Samsung / University of California, San Diego"
2020,Learning to Score Behaviors for Guided Policy Optimization,Microsoft Research
2020,Sample Amplification: Increasing Dataset Size even when Learning is Impossible,Stanford
2020,Adversarial Mutual Information for Text Generation,Zhejiang University
2020,The Non-IID Data Quagmire of Decentralized Machine Learning,"Senior Researcher, Microsoft Research"
2020,Representing Unordered Data Using Complex-Weighted Multiset Automata,Villanova University
2020,SDE-Net: Equipping Deep Neural Networks with Uncertainty Estimates,Georgia Institue of Technology
2020,Flexible and Efficient Long-Range Planning Through Curious Exploration,"PhD Student, Massachusetts Institute of Technology"
2020,Optimization Theory for ReLU Neural Networks Trained with Normalization Layers,UCLA Mathematics
2020,Low-Variance and Zero-Variance Baselines for Extensive-Form Games,"PhD student, University of Alberta"
2020,Hallucinative Topological Memory for Zero-Shot Visual Planning,"University of California, Berkeley"
2020,Leveraging Procedural Generation to Benchmark Reinforcement Learning,"Research Scientist, OpenAI"
2020,Adversarial Robustness Against the Union of Multiple Perturbation Models,Indian Institute of Technology Delhi
2020,Balancing Competing Objectives with Noisy Data: Score-Based Classifiers for Welfare-Aware Machine Learning,"PhD Student, UC Berkeley"
2020,Retro*: Learning Retrosynthetic Planning with Neural Guided A* Search,"PhD student, Georgia Tech"
2020,Mix-n-Match : Ensemble and Compositional Methods for Uncertainty Calibration in Deep Learning,Lawrence Livermore National Laboratory
2020,Optimal Sequential Maximization: One Interview is Enough!,"University of California, San Diego"
2020,Accountable Off-Policy Evaluation With Kernel Bellman Statistics,UT Austin
2020,Cooperative Multi-Agent Bandits with Heavy Tails,Facebook AI Research
2020,Margin-aware Adversarial Domain Adaptation with Optimal Transport,Universität Tübingen
2020,Fast and Consistent Learning of Hidden Markov Models by Incorporating Non-Consecutive Correlations,KTH Royal Institute of Technology
2020,Ordinal Non-negative Matrix Factorization for Recommendation,Mila
2020,"Can Autonomous Vehicles Identify, Recover From, and Adapt to Distribution Shifts?",University of Oxford
2020,Learning Calibratable Policies using Programmatic Style-Consistency,PhD Candidate at Caltech
2020,Correlation Clustering with Asymmetric Classification Errors,University of Chicago
2020,Hierarchical Verification for Adversarial Robustness,The Voleon Group
2020,Single Point Transductive Prediction,UC Berkeley
2020,Efficiently Solving MDPs with Stochastic Mirror Descent,Stanford University
2020,"Being Bayesian, Even Just a Bit, Fixes Overconfidence in ReLU Networks",University of Tübingen
2020,Neural Networks are Convex Regularizers: Exact Polynomial-time Convex Optimization Formulations for Two-layer Networks,Stanford University
2020,Data Valuation using Reinforcement Learning,Research Scientist at Google Cloud AI
2020,Batch Stationary Distribution Estimation,University of Alberta
2020,Efficient and Scalable Bayesian Neural Nets with Rank-1 Factors,"Google AI Resident, Google Brain"
2020,Learning to Simulate and Design for Structural Engineering,Autodesk Research
2020,NetGAN without GAN: From Random Walks to Low-Rank Approximations,University of Tübingen
2020,A Game Theoretic Framework for Model Based Reinforcement Learning,"Facebook AI Research (FAIR), UC Berkeley"
2020,The Impact of Neural Network Overparameterization on Gradient Confusion and Stochastic Gradient Descent,"Facebook, University of Maryland, College Park"
2020,Hypernetwork approach to generating point clouds,Jagiellonian University
2020,Small-GAN: Speeding up GAN Training using Core-Sets ,Facebook
2020,Proving the Lottery Ticket Hypothesis: Pruning is All You Need,"School of Computer Science, Hebrew University"
2020,Statistically Preconditioned Accelerated Gradient Method for Distributed Optimization,INRIA - Ecole Normale Supérieure
2020,Feature Selection using Stochastic Gates,Yale University
2020,The Implicit and Explicit Regularization Effects of Dropout,Stanford University
2020,Learning Near Optimal Policies with Low Inherent Bellman Error,"Postdoctoral Scholar, UC Berkeley"
2020,Multilinear Latent Conditioning for Generating Unseen Attribute Combinations,Imperial College London
2020,Encoding Musical Style with Transformer Autoencoders,Stanford University
2020,Fairwashing explanations with off-manifold detergent,"Machine Learning Group, Technische Universität Berlin"
2020,Double Trouble in Double Descent:  Bias and Variance(s) in the Lazy Regime,"École Normale Supérieure, Paris"
2020,PolyGen: An Autoregressive Generative Model of 3D Meshes,Edinburgh University
2020,Adaptive Gradient Descent without Descent,Linköping University
2020,Deep Gaussian Markov Random Fields,"Postdoc, Linköping University, and Vision Predevelopment, Veoneer"
2020,DeBayes: a Bayesian Method for Debiasing Network Embeddings,PhD student at Ghent University
2020,A Finite-Time Analysis of  Q-Learning with Neural Network Function Approximation,Ballard Power Systems
2020,Revisiting Fundamentals of Experience Replay,"Senior Research Scientist, Google Brain"
2020,Gamification of Pure Exploration for Linear Bandits,INRIA Lille
2020,Towards a General Theory of Infinite-Width Limits of Neural Classifiers,École Polytechnique Fédérale de Lausanne
2020,My Fair Bandit: Distributed Learning of Max-Min Fairness with Multi-player Bandits,Stanford University
2020,Private Counting from Anonymous Messages: Near-Optimal Accuracy with Vanishing Communication Overhead,Google
2020,Dissecting Non-Vacuous Generalization Bounds based on the Mean-Field Approximation,"Machine Learning Researcher, EPFL"
2020,Too Relaxed to Be Fair,University of Tübingen
2020,Reserve Pricing in Repeated Second-Price Auctions with Strategic Bidders,"Yandex, Lomonosov Moscow State University"
2020,Optimal Continual Learning has Perfect Memory and is NP-hard,"Doctoral Researcher, Oxford-Warwick Stats Programme, University of Warwick & Alan …"
2020,Deep Coordination Graphs,"Algorithmics Group, Delft University of Technology"
2020,Convergence Rates of Variational Inference in Sparse Deep Learning,"University of Oxford, Department of Statistics"
2020,Interpretable Off-Policy Evaluation in Reinforcement Learning by Highlighting Influential Transitions,Brown University
2020,Learning to Encode Position for Transformer with Continuous Dynamical Model,"University of California, Los Angeles"
2020,Equivariant Neural Rendering,"PhD student, University of Oxford"
2020,Unique Properties of Flat Minima in Deep Networks,"PhD Candidate, Technion - Israel Institute of Technology"
2020,A new regret analysis for Adam-type algorithms,University of Wisconsin-Madison
2020,Transformation of ReLU-based recurrent neural networks from discrete-time to continuous-time,Postdoc - Heidelberg University
2020,Radioactive data: tracing through training,Facebook
2020,Automatic Reparameterisation of Probabilistic Programs,"University of Edinburgh, Twitter"
2020,Relaxing Bijectivity Constraints with Continuously Indexed Normalising Flows,University of Oxford
2020,Acceleration for Compressed Gradient Descent in Distributed and Federated Optimization,"Research Scientist, KAUST"
2020,Subspace Fitting Meets Regression: The Effects of Supervision and  Orthonormality Constraints on Double Descent of Generalization Errors,"Postdoctoral Researcher, ECE Department, Rice University"
2020,T-Basis: a Compact Representation for Neural Networks,"PhD student, Computer Vision Laboratory, ETH Zurich"
2020,Implicit Regularization of Random Feature Models,"PhD student, EPFL"
2020,Efficient Optimistic Exploration in Linear-Quadratic Regulators via Lagrangian Relaxation,Criteo
2020,CoMic: Complementary Task Learning & Mimicry for Reusable Skills,Research Scientist at DeepMind
2020,Scalable Exact Inference in Multi-Output Gaussian Processes,University of Cambridge
2020,On Convergence-Diagnostic based Step Sizes for Stochastic Gradient Descent,"PhD student, EPFL"
2020,Inductive-bias-driven Reinforcement Learning For Efficient Schedules in Heterogeneous Clusters,University of Illinois at Urbana Champaign
2020,Interference and Generalization in Temporal Difference Learning,McGill University
2020,Generalisation error in learning with random features and the hidden manifold model,École polytechnique fédérale de Lausanne ‐ EPFL
2020,Involutive MCMC: a Unifying Framework,
2020,Scalable and Efficient Comparison-based Search without Features,"PhD Student, EPFL"
2020,Boosting Frank-Wolfe by Chasing Gradients,Toulouse School of Economics
2020,Discriminative Adversarial Search for Abstractive Summarization,"LIP6, Sorbonne Université - CNRS & reciTAL"
2020,Interpretations are Useful: Penalizing Explanations to Align Neural Networks with Prior Knowledge,Technical University of Denmark - DTU
2020,A Unified Theory of Decentralized SGD with Changing Topology and Local Updates,"PhD student, EPFL"
2020,Student-Teacher Curriculum Learning via Reinforcement Learning: Predicting Hospital Inpatient Admission Location,University of Oxford
2020,On the Sample Complexity of Adversarial Multi-Source PAC Learning,"PhD Student, Institute of Science and Technology Austria (IST Austria)"
2020,A Natural Lottery Ticket Winner: Reinforcement Learning with Ordinary Neural Circuits,Massachusetts Institute of Technology
2020,Implicit Geometric Regularization for Learning Shapes,"Graduate Student, Weizmann Institute of Science"
2020,Quantum Boosting,IBM Research
2020,Transformers are RNNs: Fast Autoregressive Transformers with Linear Attention,Idiap and EPFL
2020,Fast Adaptation to New Environments via Policy-Dynamics Value Functions,New York University
2020,Multi-Precision Policy Enforced Training (MuPPET) : A Precision-Switching Strategy for Quantised Fixed-Point Training of CNNs,"PhD Researcher, Imperial College London"
2020,Lifted Disjoint Paths with Application in Multiple Object Tracking,Max Planck Institute for Informatics Saarbrücken
2020,Sparse Gaussian Processes with Spherical Harmonic Features,University of Cambridge
2020,VideoOneNet: Bidirectional Convolutional Recurrent OneNet with Trainable Data Steps for Video Processing,ELTE Eötvös Loránd University
2020,Control Frequency Adaptation via Action Persistence in Batch Reinforcement Learning,"Postdoctoral Researcher, Politecnico di Milano"
2020,Variance Reduced Coordinate Descent with Acceleration: New Method With a Surprising Application to Finite-Sum Problems,"Research Assistant Professor, TTIC"
2020,Agent57: Outperforming the Atari Human Benchmark,DeepMind
2020,Haar Graph Pooling,"Shanghai Jiao Tong University, University of New South Wales"
2020,Orthogonalized SGD and Nested Architectures for Anytime Neural Networks,University of Chicago
2020,Time Series Deconfounder: Estimating Treatment Effects over Time in the Presence of Hidden Confounders,"PhD Student, University of Oxford, The Alan Turing Institute"
2020,Feature-map-level Online Adversarial Knowledge Distillation,"Seoul National Univeristy, Graduate School of Convergence Science and Technology"
2020,Online Dense Subgraph Discovery via Blurred-Graph Feedback,The University of Tokyo
2020,Non-separable Non-stationary random fields,"University of Cambridge, Alan Turing Institute"
2020,Safe Reinforcement Learning in Constrained Markov Decision Processes,IBM Research AI
2020,On Relativistic f-Divergences,Mila
2020,Automated Synthetic-to-Real Generalization,UT Austin
2020,From Chaos to Order: Symmetry and Conservation Laws in Game Dynamics,"Postdoctoral Researcher, EPFL"
2020,"Graph-based, Self-Supervised Program Repair from Diagnostic Feedback","PhD Student, Stanford University"
2020,How to Train Your Neural ODE: the World of Jacobian and Kinetic Regularization,Deep Render
2020,Active Learning on Attributed Graphs via Graph   Cognizant Logistic Regression and Preemptive Query Generation,Mcgill University
2020,Causal Inference using Gaussian Processes with Structured Latent Confounders,"Graduate Student, University of Massachusetts - Amherst"
2020,History-Gradient Aided Batch Size Adaptation for Variance Reduced Algorithms,"Postdoc at the University of Michigan, Ann Arbor"
2020,Skew-Fit: State-Covering Self-Supervised Reinforcement Learning,"University of California, Berkeley"
2020,Amortized Finite Element Analysis for Fast PDE-Constrained Optimization,Princeton University
2020,Continuous Graph Neural Networks,PhD Student at Mila & University of Montréal
2020,Almost Tune-Free Variance Reduction,University of Minnesota
2020,Spectrum Dependent Learning Curves in Kernel Regression and Wide Neural Networks,Applied Mathematics at Harvard
2020,Adaptive Checkpoint Adjoint Method for Gradient Estimation in Neural ODE,"Biomedical Engineering, Yale University"
2020,Neural Datalog Through Time: Informed Temporal Modeling via Logical Specification,"Johns Hopkins University, Toyota Technology Institute at Chicago, The University of …"
2020,Universal Asymptotic Optimality of Polyak Momentum,Samsung - SAIL Montréal
2020,Fiedler Regularization: Learning Neural Networks with Graph Sparsity,"Duke University, Columbia University"
2020,Improved Sleeping Bandits with Stochastic Action Sets and Adversarial Rewards,"Postdoctoral Researcher, Microsoft Researcher, New York City"
2020,On Breaking Deep Generative Model-based Defenses and Beyond,University of Cambridge
2020,Reducing Sampling Error in Batch Temporal Difference Learning,University of Texas at Austin
2020,Error-Bounded Correction of Noisy Labels,Stony Brook University
2020,Latent Variable Modelling with Hyperbolic Normalizing Flows,"McGill University, Mila"
2020,Fast Deterministic CUR Matrix Decomposition with Accuracy Assurance,NTT
2020,"BINOCULARS for efficient, nonmyopic sequential experimental design",Facebook
2020,Sparse Convex Optimization via Adaptively Regularized Hard Thresholding,MIT
2020,Learning Optimal Tree Models under Beam Search,Alibaba
2020,Learning Robot Skills with Temporal Variational Inference,Carnegie Mellon University
2020,T-GD: Transferable GAN-generated Images Detection Framework,"AIRS Company, Hyundai Motor Group / MS of AI, Sungkyunkwan University"
2020,Universal Equivariant Multilayer Perceptrons,"Assistant Professor, McGill University"
2020,New Oracle-Efficient Algorithms for Private Synthetic Data Release,"Graduate Student, University of Minnesota and Applied Scientist Intern, AWS"
2020,Multi-Agent Routing Value Iteration Network,University of Toronto
2020,A Pairwise Fair and Community-preserving Approach to k-Center Clustering,Wellesley College
2020,Rigging the Lottery: Making All Tickets Winners,Research Engineer @Google Brain
2020,Estimation of Bounds on Potential Outcomes For Decision Making,"Graduate Student, CSAIL, MIT"
2020,On the Expressivity of Neural Networks for Deep Reinforcement Learning,Stanford University
2020,Deep Graph Random Process for Relational-Thinking-Based  Speech Recognition,NUS CS Phd Candidate
2020,Empirical Study of the Benefits of Overparameterization in Learning Latent Variable Models,"PhD Student, ETH Zürich"
2020,Towards Accurate Post-training Network Quantization via Bit-Split and Stitching,CASIA
2020,Unraveling Meta-Learning: Understanding Feature Representations for Few-Shot Tasks,New York University
2020,Understanding Contrastive Representation Learning through Alignment and Uniformity on the Hypersphere,"Massachusetts Institute of Technology; University of California, Berkeley; Facebook AI …"
2020,Scalable Differentiable Physics for Learning and Control,"University of Maryland, College Park"
2020,Piecewise Linear Regression via a Difference of Convex Functions,"PhD Candidate, Boston University"
2020,Minimax-Optimal Off-Policy Evaluation with Linear Function Approximation,Princeton University
2020,Bridging the Gap Between f-GANs and Wasserstein GANs,Stanford University
2020,Stochastic Coordinate Minimization with Progressive Precision for Stochastic Convex Optimization,"PhD Student, Cornell University"
2020,Maximum Entropy Gain Exploration for Long Horizon Multi-goal Reinforcement Learning,"University of Toronto, Vector Institute"
2020,Black-Box Methods for Restoring Monotonicity,University of Wisconsin - Madison
2020,Reward-Free Exploration for Reinforcement Learning,"Assistant Professor, Princeton University"
2020,p-Norm Flow Diffusion for Local Graph Clustering,"David R. Cheriton School of Computer Science, University of Waterloo"
2020,FR-Train: A Mutual Information-Based Approach to Fair and Robust Training,KAIST
2020,Does label smoothing mitigate label noise?,Google
2020,Understanding the Impact of Model Incoherence on Convergence of Incremental SGD with Random Reshuffle,University of Utah
2020,GraphOpt: Learning Optimization Models of Graph Formation,Georgia Institute of Technology
2020,Constrained Markov Decision Processes via Backward Value Functions,McGill University
2020,From ImageNet to Image Classification: Contextualizing Progress on Benchmarks,Stanford University
2020,On hyperparameter tuning in general clustering problemsm,UT Austin
2020,Variational Inference for Sequential Data with Future Likelihood Estimates,"School of Computing, KAIST"
2020,Is There a Trade-Off Between Fairness and Accuracy? A Perspective Using Mismatched Hypothesis Testing,"Researcher@JPMC, Incoming Faculty@UMD"
2020,Semi-Supervised StyleGAN for Disentanglement Learning,NVIDIA Research
2020,Multi-Objective Molecule Generation using Interpretable Substructures,"CSAIL, EECS, Massachusetts Institute of Technology"
2020,Online Learning with Imperfect Hints,University of Utah
2020,On Leveraging Pretrained GANs for Generation with Limited Data,Duke University
2020,Semi-Supervised Learning with Normalizing Flows,"PhD Student, NYU"
2020,Converging to Team-Maxmin Equilibria in Zero-Sum Multiplayer Games,Dartmouth College
2020,Spectral Frank-Wolfe Algorithm: Strict Complementarity and Linear Convergence,Cornell University
2020,Optimal Differential Privacy Composition for Exponential Mechanisms,University of Pennsylvania
2020,Graph Structure of Neural Networks,"CS PhD candidate, Stanford University"
2020,Online Learned Continual Compression with Adaptive Quantization Modules,MILA; McGill University
2020,Momentum Improves Normalized SGD,Boston University
2020,Stochastic Hamiltonian Gradient Methods for Smooth Games,Mila - Quebec Artificial Intelligence Institute
2020,Clinician-in-the-Loop Decision Making: Reinforcement Learning with Near-Optimal Set-Valued Policies,"PhD Candidate, University of Michigan, Ann Arbor"
2020,Poisson Learning: Graph Based Semi-Supervised Learning At Very Low Label Rates,"Assistant Professor, University of Minnesota"
2020,Goodness-of-Fit Tests for Inhomogeneous Random Graphs,University of Pennsylvania
2020,Data-Dependent Differentially Private Parameter Learning for Directed Graphical Models,University of Wisconsin-Madison
2020,Goal-Aware Prediction: Learning to Model What Matters,Stanford University
2020,Deep Molecular Programming: A Natural Implementation of Binary-Weight ReLU Neural Networks,University of Texas at Austin
2020,Improving generalization by controlling label-noise information in neural network weights,"PhD student, USC Information Sciences Institute"
2020,Model-Based Reinforcement Learning with Value-Targeted Regression,"Department of Computing Science, University of Alberta"
2020,Normalized Loss Functions for Deep Learning with Noisy Labels,"Lecturer@Deakin University, Honorary Fellow@University of Melbourne"
2020,Educating Text Autoencoders: Latent Representation Guidance via Denoising,MIT
2020,R2-B2: Recursive Reasoning-Based Bayesian Optimization for No-Regret Learning in Games,"Research Fellow, Department of Computer Science, National University of Singapore"
2020,Visual Grounding of Learned Physical Models,MIT CSAIL
2020,Learning Human Objectives by Evaluating Hypothetical Behavior,"Computer Science Ph.D. Student, UC Berkeley"
2020,Domain Aggregation Networks for Multi-Source Domain Adaptation,University of Alberta
2020,One Policy to Control Them All: Shared Modular Policies for Agent-Agnostic Control,"University of California, Berkeley"
2020,Progressive Identification of True Labels for Partial-Label Learning,Southeast University
2020,Sparse Sinkhorn Attention,"Research Scientist, Google AI"
2020,Provably Convergent Two-Timescale Off-Policy Actor-Critic with Function Approximation,University of Oxford
2020,Generalization and Representational Limits of Graph Neural Networks,Massachusetts Institute of Technology (MIT)
2020,UniLMv2: Pseudo-Masked Language Models for Unified Language Model Pre-Training,Harbin Institute of Technology
2020,"Parameter-free, Dynamic, and Strongly-Adaptive Online Learning",Boston University
2020,Gradient Temporal-Difference Learning with Regularized Corrections,"PhD Student, University of Alberta"
2020,Communication-Efficient Distributed Stochastic AUC Maximization with Deep Neural Networks,"Ph.D. Student, University of Iowa"
2020,Minimax Pareto Fairness: A Multi Objective Perspective,PhD Student Duke University
2020,An Imitation Learning Approach for Cache Replacement,Stanford University
2020,Momentum-Based Policy Gradient Methods,"Postdoctoral Researcher, University of Pittsburgh"
2020,Coresets for Data-efficient Training of Machine Learning Models,UCLA
2020,Concept Bottleneck Models,Stanford University
2020,CURL: Contrastive Unsupervised Representations for Reinforcement Learning,"Postdoc, UC Berkeley"
2020,Learning to Navigate The Synthetically Accessible Chemical Space Using Reinforcement Learning,"Graduate Student, Montreal Institute For Learning Algorithms"
2020,A Distributional Framework For Data Valuation,PhD Student
2020,Symbolic Network: Generalized Neural Policies for Relational MDPs,Indian Institute of Technology Delhi
2020,Evaluating Machine Accuracy on ImageNet,Amazon
2020,When Does Self-Supervision Help Graph Convolutional Networks?,"Ph.D. Student, Texas A&M University"
2020,Unsupervised Discovery of Interpretable Directions in the GAN Latent Space,"Researcher, Yandex"
2020,From PAC to Instance-Optimal Sample Complexity in the Plackett-Luce Model,"Postdoctoral Researcher, Microsoft Researcher, New York City"
2020,Improved Optimistic Algorithms for Logistic Bandits,"Criteo AI Lab, Télécom ParisTech"
2020,ROMA: Multi-Agent Reinforcement Learning with Emergent Roles,"IIIS, Tsinghua University"
2020,Decision Trees for Decision-Making under the Predict-then-Optimize Framework,"Columbia University, Dept. of Industrial Engineering and Operations Research"
2020,On the Global Convergence Rates of Softmax Policy Gradient Methods,University of Alberta
2020,The Implicit Regularization of Stochastic Gradient Flow for Least Squares,Stanford University
2020,Multiclass Neural Network Minimization via Tropical Newton Polytope Approximation,University of Texas at Austin
2020,Aligned Cross Entropy for Non-Autoregressive Machine Translation,"Research Scientist, FAIR (Facebook AI Research)"
2020,Bio-Inspired Hashing for Unsupervised Similarity Search,"University of California, San Diego"
2020,Generalization Error of Generalized Linear Models in High Dimensions,"Ph.D. Candidate, Electrical and Computer Engineering, UCLA"
2020,Learning Flat Latent Manifolds with VAEs,"Machine Learning Research Lab, Volkswagen Group"
2020,Learning to Combine Top-Down and Bottom-Up Signals in Recurrent Neural Networks with Attention over Modules,"Mila, Université de Montréal"
2020,Topologically Densified Distributions,"PostDoc,  University of Salzburg"
2020,Optimistic Bounds for Multi-output Learning,University of Bristol
2020,Aggregation of Multiple Knockoffs,"PhD Student, INRIA Parietal / Institute Mathématiques d'Orsay"
2020,Missing Data Imputation using Optimal Transport,INRIA - École Normale Supérieure
2020,Double-Loop Unadjusted Langevin Algorithm,EPFL
2020,Predictive Coding for Locally-Linear Control,Stanford University
2020,"Efficient Robustness Certificates for Discrete Data: Sparsity-Aware Randomized Smoothing for Graphs, Images and More",CISPA Helmholtz Center for Information Security
2020,Bisection-Based Pricing for Repeated Contextual Auctions against Strategic Buyer,"Yandex, Lomonosov Moscow State University, HSE"
2020,Random extrapolation for primal-dual coordinate descent,University of Wisconsin-Madison
2020,Inter-domain Deep Gaussian Processes,University of Oxford
2020,The Complexity of Finding Stationary Points with Stochastic Gradient Descent,Google Inc.
2020,The k-tied Normal Distribution: A Compact Parameterization of Gaussian Mean Field Posteriors in Bayesian Neural Networks,"PhD Student, University of Warsaw"
2020,Monte-Carlo Tree Search as Regularized Policy Optimization,
2020,Online Multi-Kernel Learning with Graph-Structured Feedback,"University of California, Irvine"
2020,Soft Threshold Weight Reparameterization for Learnable Sparsity,University of Washington
2020,Data-Efficient Image Recognition with Contrastive Predictive Coding,DeepMind
2020,Graph-based Nearest Neighbor Search: From Practice to Theory,Yandex
2020,Optimizer Benchmarking Needs to Account for Hyperparameter Tuning,Idiap Research Institute
2020,Extra-gradient with player sampling for faster convergence in n-player games,Princeton University
2020,Real-Time Optimisation for Online Learning in Auctions,"Ph.D. Student, Criteo AI Lab"
2020,Naive Exploration is Optimal for Online LQR,MIT
2020,Gradient-free Online Learning in Continuous Games with Delayed Rewards,CAIL
2020,Neural Kernels Without Tangents,Amazon
2020,Revisiting Training Strategies and Generalization Performance in Deep Metric Learning,"PhD Student (ELLIS, IMPRS-IS), Explainable Machine Learning Group, University of …"
2020,Preselection Bandits,LMU Munich
2020,Efficient Proximal Mapping of the 1-path-norm of Shallow Networks,"PhD Student, EPFL"
2020,Stochastic Subspace Cubic Newton Method,"Research Assistant Professor, TTIC"
2020,Projective Preferential Bayesian Optimization,"PhD candidate, Aalto University"
2020,Graph Filtration Learning,"PostDoc,  University of Salzburg"
2020,Latent Bernoulli Autoencoder,Kingston University London
2020,Stochastic Latent Residual Video Prediction,"Sorbonne Université, LIP6"
2020,Learning to Branch for Multi-Task Learning,Carnegie Mellon University
2020,Convolutional Kernel Networks for Graph-Structured Data,Inria
2020,The Boomerang Sampler,Technische Universiteit Delft
2020,Towards Adaptive Residual Network Training: A Neural-ODE Perspective,"PhD student, UCSD"
2020,Amortised Learning by Wake-Sleep,"Gatsby Unit, University College London"
2020,Spectral Clustering with Graph Neural Networks for Graph Pooling,UiT the Arctic University of Norway - Dept. of Mathematics and Statistics
2020,A quantile-based approach for hyperparameter transfer learning,Amazon
2020,Kernel interpolation with continuous volume sampling,ENS Lyon
2020,The FAST Algorithm for Submodular Maximization,Harvard
2020,Modulating Surrogates for Bayesian Optimization,Postdoc at the Alan Turing Institute
2020,A Generative Model for Molecular Distance Geometry,University of Cambridge
2020,Robust Learning with the Hilbert-Schmidt Independence Criterion,Jether Energy Research
2020,Predicting Choice with Set-Dependent Aggregation,Technion
2020,Regularized Optimal Transport is Ground Cost Adversarial,"Postdoctoral researcher, CNRS"
2020,Variational Autoencoders with Riemannian Brownian Motion Priors,"PhD student, Technical University of Denmark"
2020,Forecasting Sequential Data Using Consistent Koopman Autoencoders,"Senior Lecturer, BGU"
2020,Linear bandits with Stochastic Delayed Feedback,DeepMind
2020,Training Binary Neural Networks using the Bayesian Learning Rule,The University of Tokyo
2020,The continuous categorical: a novel simplex-valued exponential family,"PhD student, Columbia University"
2020,Reinforcement Learning for Molecular Design Guided by Quantum Mechanics,University of Cambridge
2020,Stochastic Optimization for Regularized Wasserstein Estimators,"PhD student, University of Cambridge"
2020,Spectral Subsampling MCMC for Stationary Time Series,Queensland University of Technology
2020,Learning Factorized Weight Matrix for Joint Filtering,Nanyang Technological University
2020,Reliable Fidelity and Diversity Metrics for Generative Models,"Doctoral Researcher, ETH Zürich"
2020,Curse of Dimensionality on Randomized Smoothing for Certifiable Robustness,"University of Maryland, College Park"
2020,Cost-effectively Identifying Causal Effects When Only Response Variable is Observable,Nanjing University
2020,A Graph to Graphs Framework for Retrosynthesis Prediction,Quebec AI Institute (Mila)
2020,Minimax Weight and Q-Function Learning for Off-Policy Evaluation,Cornell University
2020,Transformer Hawkes Process,Georgia Institute of Technology
2020,On the Power of Compressed Sensing with Generative Models ,University of Texas at Austin
2020,DropNet: Reducing Neural Network Complexity via Iterative Pruning,National University of Singapore
2020,Multinomial Logit Bandit with Low Switching Cost,Stanford University
2020,Non-autoregressive Machine Translation with Disentangled Context Transformer,University of Washington
2020,Sample Complexity Bounds for 1-bit Compressive Sensing and Binary Stable Embeddings with Generative Priors,"Research Fellow in SoC, NUS"
2020,Few-shot Domain Adaptation by Causal Mechanism Transfer,The University of Tokyo / RIKEN
2020,Learning Efficient Multi-agent Communication: An Information Bottleneck Approach,"Ph.D. student of Computer Science, Nanyang Technological University"
2020,On Layer Normalization in the Transformer Architecture,"Institute of Computing Technology, Chinese Academy of Sciences"
