year,paper,affiliations
2020,Belief Propagation Reloaded: Learning BP-Layers for Labeling Problems,Graz University of Technology
2020,DoveNet: Deep Image Harmonization via Domain Verification,Shanghai Jiao Tong University
2020,Self-Supervised 3D Human Pose Estimation via Part Guided Novel Image Synthesis,"PhD student, Indian Institute of Science, Banglore"
2020,Self-Supervised Learning of Interpretable Keypoints From Unlabelled Videos,"PhD Student, VGG, University of Oxford"
2020,Attention Mechanism Exploits Temporal Contexts: Real-Time 3D Human Pose Reconstruction,Unversity of dayton
2020,MaskFlownet: Asymmetric Feature Matching With Learnable Occlusion Mask,"Institute for Interdisciplinary Information Sciences, Tsinghua University"
2020,3FabRec: Fast Few-Shot Face Alignment by Reconstruction,Korea University
2020,Bodies at Rest: 3D Human Pose and Shape Estimation From a Pressure Image Using Synthetic Data,Georgia Institute of Technology
2020,Cars Can't Fly Up in the Sky: Improving Urban-Scene Segmentation via Height-Driven Attention Networks,Qualcomm AI Research
2020,3D-MPA: Multi-Proposal Aggregation for 3D Semantic Instance Segmentation,ETH Zürich AI Center
2020,Domain Adaptive Image-to-Image Translation,Hong Kong University of Science and Technology
2020,Warping Residual Based Image Stitching for Large Parallax,Ulsan National Institute of Science and Technology
2020,GLU-Net: Global-Local Universal Network for Dense Flow and Correspondences,ETH Zurich
2020,StarGAN v2: Diverse Image Synthesis for Multiple Domains,NAVER AI Lab
2020,Local Deep Implicit Functions for 3D Shape,"Research Scientist, Google"
2020,Weakly-Supervised Domain Adaptation via GAN and Mesh Model for Estimating 3D Hand Poses Interacting Objects,"Assistant Professor, UNIST"
2020,Global Texture Enhancement for Fake Face Detection in the Wild,CUHK
2020,C-Flow: Conditional Generative Flow Models for Images and 3D Point Clouds,Facebook Reality Labs
2020,Hyperbolic Image Embeddings,"PhD student, Skoltech"
2020,Nested Scale-Editing for Conditional Image Synthesis,University of Pennsylvania
2020,Joint Spatial-Temporal Optimization for Stereo 3D Object Tracking,DJI
2020,Reusing Discriminators for Encoding: Towards Unsupervised Image-to-Image Translation,"Master of Computer Science, Tsinghua University"
2020,Learning Representations by Predicting Bags of Visual Words,Research scientist at valeo.ai
2020,Global-Local Bidirectional Reasoning for Unsupervised Representation Learning of 3D Point Clouds,Tsinghua University
2020,Large Scale Video Representation Learning via Relational Graph Clustering,"Ph.D., Massachusetts Institute of Technology"
2020,ASLFeat: Learning Local Features of Accurate Shape and Localization,"PhD, Hong Kong University of Science and Technology"
2020,Video Super-Resolution With Temporal Group Attention,tsinghua university
2020,"TailorNet: Predicting Clothing in 3D as a Function of Human Pose, Shape and Garment Style",Google Research India
2020,Sketch-BERT: Learning Sketch Bidirectional Encoder Representation From Transformers by Self-Supervised Learning of Sketch Gestalt,Fudan University
2020,Analyzing and Improving the Image Quality of StyleGAN,NVIDIA
2020,Channel Attention Based Iterative Residual Learning for Depth Map Super-Resolution,Baidu Inc
2020,Averaging Essential and Fundamental Matrices in Collinear Camera Settings,PhD Student Weizmann Institute of Science
2020,Deep Spatial Gradient and Temporal Depth Learning for Face Anti-Spoofing,Kwai Technology
2020,PandaNet: Anchor-Based Single-Shot Multi-Person 3D Pose Estimation,CEA
2020,Modeling the Background for Incremental Learning in Semantic Segmentation,Politecnico di Torino
2020,F-BRS: Rethinking Backpropagating Refinement for Interactive Segmentation,Samsung AI Center Moscow
2020,Weakly-Supervised Mesh-Convolutional Hand Reconstruction in the Wild,Snap Inc. / Imperial College London
2020,Reinforced Feature Points: Optimizing Feature Detection and Description for a High-Level Task,University of Amsterdam
2020,ProAlignNet: Unsupervised Learning for Progressively Aligning Noisy Contours,"PhD student at Goethe University, Frankfurt"
2020,Three-Dimensional Reconstruction of Human Interactions,Institute of Mathematics of the Romanian Academy
2020,Harmonizing Transferability and Discriminability for Adapting Object Detectors,"PhD Student, The University of Hong Kong"
2020,Unsupervised Magnification of Posture Deviations Across Subjects,"Master Student, Computer Vision Group, Heidelberg University"
2020,PADS: Policy-Adapted Sampling for Visual Similarity Learning,"PhD Student (ELLIS, IMPRS-IS), Explainable Machine Learning Group, University of …"
2020,Interactive Multi-Label CNN Learning With Partial Labels,"PhD student, Northeastern University"
2020,Effectively Unbiased FID and Inception Score and Where to Find Them,University of Illinois at Urbana-Champaign
2020,Interpreting the Latent Space of GANs for Semantic Face Editing,PhD at The Chinese University of Hong Kong
2020,Tracking by Instance Detection: A Meta-Learning Approach,University of Science and Technology of China
2020,Learned Image Compression With Discretized Gaussian Mixture Likelihoods and Attention Modules,Waseda University
2020,End-to-End Pseudo-LiDAR for Image-Based 3D Object Detection,"PhD Student, Cornell University and Cornell Tech"
2020,A Quantum Computational Approach to Correspondence Problems on Point Sets,MPI for Informatics
2020,High-Frequency Component Helps Explain the Generalization of Convolutional Neural Networks,"LTI, Carnegie Mellon University"
2020,Scene-Adaptive Video Frame Interpolation via Meta-Learning,Seoul National University
2020,DLWL: Improving Detection for Lowshot Classes With Weakly Labelled Data,Research Scientist at Facebook
2020,Watch Your Up-Convolution: CNN Based Generative Deep Neural Networks Are Failing to Reproduce Spectral Distributions,Fraunhofer ITWM
2020,4D Visualization of Dynamic Events From Unconstrained Multi-View Videos,"Robotics Institute, Carnegie Mellon University"
2020,Factorized Higher-Order CNNs With an Application to Spatio-Temporal Emotion Estimation,Senior Research Scientist at NVIDIA
2020,VOLDOR: Visual Odometry From Log-Logistic Dense Optical Flow Residuals,Stevens Institute of Technology
2020,Learning to Transfer Texture From Clothing Images to 3D Humans,Max Planck Institute for Informatics
2020,Multi-Scale Interactive Network for Salient Object Detection,Dalian University of Technology
2020,Accurate Estimation of Body Height From a Single Depth Image via a Four-Stage Developing Network,Hunan University
2020,AD-Cluster: Augmented Discriminative Clustering for Domain Adaptive Person Re-Identification,Peking University
2020,Regularizing Neural Networks via Minimizing Hyperspherical Energy,Emory University
2020,Learning to Manipulate Individual Objects in an Image,Stanford University
2020,3D Photography Using Context-Aware Layered Depth Inpainting,National Tsing Hua University
2020,Grid-GCN for Fast and Scalable Point Cloud Learning,"Ph.D. student at USC, MS at Columbia University"
2020,SuperGlue: Learning Feature Matching With Graph Neural Networks,PhD student at ETH Zurich
2020,How Useful Is Self-Supervised Pretraining for Visual Tasks?,Princeton University
2020,Action Segmentation With Joint Self-Supervised Temporal Domain Adaptation,Senior AI Engineer @ MediaTek
2020,State-Relabeling Adversarial Active Learning,"School of Computer Science & Technology, University of Chinese Academy of Sciences"
2020,DeepFaceFlow: In-the-Wild Dense 3D Facial Motion Estimation,PhD Researcher
2020,Siam R-CNN: Visual Tracking by Re-Detection,RWTH Aachen
2020,Eternal Sunshine of the Spotless Net: Selective Forgetting in Deep Networks,University of California Los Angeles
2020,MSG-GAN: Multi-Scale Gradients for Generative Adversarial Networks,PhD at UCL
2020,Flow Contrastive Estimation of Energy-Based Models,"Research Scientist, Google Brain"
2020,Improving the Robustness of Capsule Networks to Image Affine Transformations,University of Munich
2020,ViewAL: Active Learning With Viewpoint Entropy for Semantic Segmentation,"PhD Candidate, Visual Computing and AI Chair, Technical University of Munich"
2020,A U-Net Based Discriminator for Generative Adversarial Networks,PhD student at Bosch and Saarland University
2020,Learning to Cartoonize Using White-Box Cartoon Representations,Tencent WXGroup
2020,PointAugment: An Auto-Augmentation Framework for Point Cloud Classification,The Chinese University of Hong Kong
2020,Siamese Box Adaptive Network for Visual Tracking,Sensetime Research
2020,Low-Rank Compression of Neural Nets: Learning the Rank of Each Layer,"PhD Student, University of California Merced"
2020,There and Back Again: Revisiting Backpropagation Saliency Methods,DeepMind
2020,Learning Meta Face Recognition in Unseen Domains,"Y-tech, Kwai Inc., Previously Institute of Automation, Chinese Academy of Sciences"
2020,DualSDF: Semantic Shape Manipulation Using a Two-Level Representation,"PhD student, Cornell University"
2020,Can We Learn Heuristics for Graphical Model Inference Using Reinforcement Learning?,University of Illinois at Urbana-Champaign
2020,D3S - A Discriminative Single Shot Segmentation Tracker,"Mladi raziskovalec, Fakulteta za računalništvo in informatiko, Univerza v Ljubljani"
2020,Weakly-Supervised 3D Human Pose Learning via Multi-View Images in the Wild,"Research Scientist, NVIDIA Research"
2020,Learning Fast and Robust Target Models for Video Object Segmentation,"PhD student, Linköping University"
2020,Adaptive Loss-Aware Quantization for Multi-Bit Networks,ETH Zurich
2020,MaskGAN: Towards Diverse and Interactive Facial Image Manipulation,National Taiwan University
2020,Robust Homography Estimation via Dual Principal Component Pursuit,"Ph.D. student, Johns Hopkins University"
2020,Exploring Unlabeled Faces for Novel Attribute Discovery,Massachusetts Institute of Technology
2020,A Shared Multi-Attention Framework for Multi-Label Zero-Shot Learning,"PhD student, Northeastern University"
2020,Painting Many Pasts: Synthesizing Time Lapse Videos of Paintings,"Research Scientist, Facebook Reality Labs"
2020,Learning a Neural Solver for Multiple Object Tracking,Technical University Munich
2020,Rethinking Data Augmentation for Image Super-resolution: A Comprehensive Analysis and a New Strategy,"Assistant Professor, Laboratory of Advanced Imaging Technology (LAIT), UNIST"
2020,Evade Deep Image Retrieval by Stashing Private Images in the Hash Space,Old Dominion University
2020,Optimizing Rank-Based Metrics With Blackbox Differentiation,Max Planck Institute for Intelligent Systems
2020,Learning Dynamic Relationships for 3D Human Motion Prediction,Nanjing University of Science and Technology
2020,SAM: The Sensitivity of Attribution Methods to Hyperparameters,"Doctoral Student, Auburn University"
2020,RGBD-Dog: Predicting Canine Pose from RGBD Sensors,University of Bath
2020,Dreaming to Distill: Data-Free Knowledge Transfer via DeepInversion,"Research Scientist, NVIDIA Research"
2020,Approximating shapes in images with low-complexity polygons,Inria
2020,Vec2Face: Unveil Human Faces From Their Blackbox Features in Face Recognition,Carnegie Mellon University
2020,SiamCAR: Siamese Fully Convolutional Classification and Regression for Visual Tracking,Zhejiang University of Technology
2020,Deep Image Spatial Transformation for Person Image Generation,"Ph.D. student, Peking University"
2020,Fashion Editing With Adversarial Parsing Learning,Sun Yat-sen University
2020,The Knowledge Within: Methods for Data-Free Model Compression,Technion
2020,S3VAE: Self-Supervised Sequential VAE for Representation Disentanglement and Data Generation,Research Scientist at Bytedance
2020,"Same Features, Different Day: Weakly Supervised Feature Learning for Seasonal Invariance","Centre for Vision, Speech, and Signal Processing (CVSSP), University of Surrey"
2020,Implicit Functions in Feature Space for 3D Shape Reconstruction and Completion,Max Planck Institute for Informatics
2020,Nonparametric Object and Parts Modeling With Lie Group Dynamics,Massachusetts Institute of Technology
2020,Probabilistic Regression for Visual Tracking,"Researcher, ETH Zurich"
2020,3DRegNet: A Deep Neural Network for 3D Point Registration,Instituto Superior Técnico
2020,SEAN: Image Synthesis With Semantic Region-Adaptive Normalization,PhD candidate in KAUST
2020,Robust Reference-Based Super-Resolution With Similarity-Aware Deformable Convolution,Korea Advanced Institute of Science and Technology
2020,Few-Shot Learning via Embedding Adaptation With Set-to-Set Functions,Nanjing University
2020,FM2u-Net: Face Morphological Multi-Branch Network for Makeup-Invariant Face Verification,Fudan University
2020,Deep Semantic Clustering by Partition Confidence Maximisation,Queen Mary University of London
2020,MAST: A Memory-Augmented Self-Supervised Tracker,Carnegie Mellon University
2020,Wish You Were Here: Context-Aware Human Generation,Facebook AI Research
2020,Contextual Residual Aggregation for Ultra High-Resolution Image Inpainting,ByteDance Inc.
2020,StructEdit: Learning Structural Shape Variations,"Ph.D. Student, Stanford"
2020,High-Resolution Daytime Translation Without Domain Labels,Yandex Research; Skolkovo Institute of Science and Technology
2020,Non-Adversarial Video Synthesis With Learned Priors,"PhD Candidate, University of California, Riverside"
2020,Where Does It End? - Reasoning About Hidden Surfaces by Object Intersection Constraints,"PhD Student, Max Planck Institute for Intelligent Systems"
2020,Epipolar Transformers,Facebook AI Research
2020,SER-FIQ: Unsupervised Estimation of Face Image Quality Based on Stochastic Embedding Robustness,"Research Scientist, Fraunhofer Institute for Computer Graphics Research IGD"
2020,Towards High-Fidelity 3D Face Reconstruction From In-the-Wild Images Using Graph Convolutional Networks,NetEase Fuxi AI Lab
2020,PolyTransform: Deep Polygon Transformer for Instance Segmentation,Uber
2020,Learning Dynamic Routing for Semantic Segmentation,The Chinese University of Hong Kong
2020,GNN3DMOT: Graph Neural Network for 3D Multi-Object Tracking With 2D-3D Multi-Feature Learning,"Robotics Institute, Carnegie Mellon University"
2020,Searching Central Difference Convolutional Networks for Face Anti-Spoofing,"Ph.D., School of Veterinary & Life Sciences, Murdoch University"
2020,RetinaFace: Single-Shot Multi-Level Face Localisation in the Wild,Imperial College London
2020,Disentangled Image Generation Through Structured Noise Injection,Research scientist at SDAIA
2020,Multi-Scale Fusion Subspace Clustering Using Similarity Constraint,Xidian University
2020,Weakly Supervised Discriminative Feature Learning With State Information for Person Identification,Stanford University
2020,Parsing-Based View-Aware Embedding Network for Vehicle Re-Identification,"PhD candidate, Institute of Computing Technology, Chinese Academy of Science"
2020,Stochastic Classifiers for Unsupervised Domain Adaptation,University of Surrey
2020,Towards Robust Image Classification Using Sequential Attention Models,DeepMind
2020,Fast Video Object Segmentation With Temporal Aggregation Network and Dynamic Template Matching,Carnegie Mellon University
2020,Distilling Effective Supervision From Severe Label Noise,Google
2020,DeepDeform: Learning Non-Rigid RGB-D Reconstruction With Semi-Supervised Data,Technical University of Munich
2020,Breaking the Cycle - Colleagues Are All You Need,"PhD student, Technion"
2020,Circle Loss: A Unified Perspective of Pair Similarity Optimization,Baidu Research
2020,A Characteristic Function Approach to Deep Implicit Generative Modeling,"PhD Student, National University of Singapore"
2020,On Positive-Unlabeled Classification in GAN,Peking University
2020,A Unified Object Motion and Affinity Model for Online Multi-Object Tracking,BEIJING INSTITUTE OF TECHNOLOGY
2020,Image2StyleGAN++: How to Edit the Embedded Images?,PhD Computer Science @ KAUST
2020,CascadePSP: Toward Class-Agnostic and Very High-Resolution Segmentation via Global and Local Refinement,University of Illinois Urbana-Champaign
2020,Panoptic-Based Image Synthesis,"Bilkent University, NVIDIA"
2020,Image Super-Resolution With Cross-Scale Non-Local Attention and Exhaustive Self-Exemplars Mining,University of Illinois at Urbana-Champaign
2020,On the Regularization Properties of Structured Dropout,Johns Hopkins University
2020,Deep Geometric Functional Maps: Robust Feature Learning for Shape Correspondence,"PhD student, Ecole Polytechnique"
2020,Editing in Style: Uncovering the Local Semantics of GANs,EPFL
2020,DeepCap: Monocular Human Performance Capture Using Weak Supervision,"PhD student, Max Planck Institute for Informatics"
2020,Learning Physics-Guided Face Relighting Under Directional Light,Hyundai Mobis Technical Center Europe
2020,Learning Better Lossless Compression Using Lossy Compression,Research Scientist at Google
2020,Rotation Consistent Margin Loss for Efficient Low-Bit Face Recognition,SenseTime Group Limited
2020,TransMoMo: Invariance-Driven Unsupervised Video Motion Retargeting,Full-time researcher at Sensetime
2020,D3Feat: Joint Learning of Dense Detection and Description of 3D Local Features,"PhD Candidate, Hong Kong University of Science and Technology"
2020,Hierarchical Pyramid Diverse Attention Networks for Face Recognition,West Virginia University
2020,Going Deeper With Lean Point Networks,PhD Student
2020,Semantic Image Manipulation Using Scene Graphs,Technical University of Munich
2020,Neural Voxel Renderer: Learning an Accurate and Controllable Rendering Tool,Research Scientist at Google
2020,How to Train Your Deep Multi-Object Tracker,"Ph.D. student, RobotLearn Team, Inria Grenoble"
2020,Cascaded Deep Monocular 3D Human Pose Estimation With Evolutionary Training Data,Hong Kong University of Science and Technology
2020,An End-to-End Edge Aggregation Network for Moving Object Segmentation,"Post-doctoral Researcher, Deakin University, Australia"
2020,Self-Supervised Learning of Pretext-Invariant Representations,"Research Scientist, Facebook AI Research"
2020,Deblurring Using Analysis-Synthesis Networks Pair,"JILA, University of Colorado at Boulder"
2020,Deep Polarization Cues for Transparent Object Segmentation,Akasha Imaging
2020,Data-Efficient Semi-Supervised Learning by Reliable Edge Mining,
2020,When to Use Convolutional Neural Networks for Inverse Problems,"PhD Student, Carnegie Mellon University"
2020,The GAN That Warped: Semantic Attribute Editing With Unpaired Data,"Doctor of Engineering (EngD), University of Bath, Anthropics Technology Ltd."
2020,Total Deep Variation for Linear Inverse Problems,"PostDoc at Institute of Computer Graphics, JKU"
2020,Learning Multi-Object Tracking and Segmentation From Automatic Annotations,Facebook
2020,Bidirectional Graph Reasoning Network for Panoptic Segmentation,Sun Yat-sen University
2020,High-Order Information Matters: Learning Relation and Topology for Occluded Person Re-Identification,"Institute of Automation, Chinese Academy of Sciences"
2020,Self-Supervised Monocular Scene Flow Estimation,PhD Student @ TU Darmstadt
2020,End-to-End Model-Free Reinforcement Learning for Urban Driving Using Implicit Affordances,"PhD Student, Mines ParisTech"
2020,VecRoad: Point-Based Iterative Graph Exploration for Road Graphs Extraction,Nankai University
2020,Learning a Neural 3D Texture Space From 2D Exemplars,University College London
2020,Neural Contours: Learning to Draw Lines From 3D Shapes,"PhD student, UMass Amherst"
2020,An Efficient PointLSTM for Point Clouds Based Gesture Recognition,"Institute of Computing Technology, Chinese Academy of Sciences"
2020,Select to Better Learn: Fast and Accurate Deep Learning Using Data Selection From Nonlinear Manifolds,University of Central Florida
2020,Phase Consistent Ecological Domain Adaptation,Stanford University
2020,Information-Driven Direct RGB-D Odometry,"PhD Student and Associate Researcher, German Aerospace Center (DLR), Universidad de …"
2020,Optical Non-Line-of-Sight Physics-Based 3D Human Pose Estimation,NTT Media Intelligence Laboratories
2020,Barycenters of Natural Images  Constrained Wasserstein Barycenters for Image Morphing,"Computer Science Department, Technion"
2020,Learning Texture Transformer Network for Image Super-Resolution,Shanghai Jiao Tong University
2020,Local Implicit Grid Representations for 3D Scenes,Waymo LLC
2020,Learning Video Object Segmentation From Unlabeled Videos,"School of Software, Shandong University"
2020,ScopeFlow: Dynamic Scene Scoping for Optical Flow,Al researcher @ FDNA
2020,MISC: Multi-Condition Injection and Spatially-Adaptive Compositing for Conditional Person Image Synthesis,Peking University
2020,"Intuitive, Interactive Beard and Hair Synthesis With Generative Models","University of Southern California, Pinscreen, USC Institute for Creative Technologies"
2020,Global Optimality for Point Set Registration Using Semidefinite Programming,Chalmers University of Technology
2020,Unsupervised Learning of Intrinsic Structural Representation Points,The University of Hong Kong
2020,Deep Active Learning for Biased Datasets via Fisher Kernel Self-Supervision,"R&D Engineer, Panasonic AI Lab"
2020,VIBE: Video Inference for Human Body Pose and Shape Estimation,"Perceiving Systems, Max Planck Institute for Intelligent Systems, Max Planck ETH Center for …"
2020,IDA-3D: Instance-Depth-Aware 3D Object Detection From Stereo Vision for Autonomous Driving,Dalian University of Technology
2020,FroDO: From Detections to 3D Objects,"PhD Student, University College London"
2020,Bridging the Gap Between Anchor-Based and Anchor-Free Detection via Adaptive Training Sample Selection,beijing forestry university
2020,Enhanced Transport Distance for Unsupervised Domain Adaptation,alibaba
2020,A Local-to-Global Approach to Multi-Modal Movie Scene Segmentation,"MMLab, CUHK"
2020,TA-Student VQA: Multi-Agents Training by Self-Questioning,Northwestern University
2020,In Defense of Grid Features for Visual Question Answering,"Assistant Professor, Northeastern University"
2020,Rethinking the Route Towards Weakly Supervised Object Localization,"Ph.D. candidate of Computer Science and Technology, Nanjing University"
2020,Violin: A Large-Scale Dataset for Video-and-Language Inference,Carnegie Mellon University
2020,Tangent Images for Mitigating Spherical Distortion,Yembo.ai
2020,Normalized and Geometry-Aware Self-Attention Network for Image Captioning,"ByteDance; Ph.D, Institute of Automation of the Chinese Academy Sciences (CASIA)"
2020,xMUDA: Cross-Modal Unsupervised Domain Adaptation for 3D Semantic Segmentation,"PhD Student, Inria"
2020,Seeing without Looking: Contextual Rescoring of Object Detections for AP Maximization,Instituto Superior Técnico
2020,On Translation Invariance in CNNs: Convolutional Layers Can Exploit Absolute Spatial Location,Delft University of Technology
2020,"Classifying, Segmenting, and Tracking Object Instances in Video with Mask Propagation","Assistant Professor, University of North Carolina at Chapel Hill"
2020,WaveletStereo: Learning Wavelet Coefficients of Disparity Map in Stereo Matching,Sichuan University
2020,Learning Instance Occlusion for Panoptic Segmentation,"Student, UC San Diego"
2020,End-to-End Adversarial-Attention Network for Multi-Modal Clustering,Institute of Software Chinese Academy of Sciences
2020,What You See is What You Get: Exploiting Visibility for 3D Object Detection,"PhD Student, Robotics Institute, Carnegie Mellon University"
2020,Visual Grounding in Video for Unsupervised Word Translation,Amazon
2020,Learning Individual Speaking Styles for Accurate Lip to Speech Synthesis,"Ph.D. Scholar, VGG, Oxford"
2020,Adversarial Latent Autoencoders,Ph.D. student
2020,Few-Shot Pill Recognition,Technology Planning & Strategic Partnerships at Xiaomi
2020,Learn to Augment: Joint Data Augmentation and Network Optimization for Text Recognition,South China University of Technology
2020,PointGMM: A Neural GMM Network for Point Clouds,
2020,CoverNet: Multimodal Behavior Prediction Using Trajectory Sets,Research Scientist at Motional
2020,Screencast Tutorial Video Understanding,"Research Scientist, Facebook Reality Labs (FRL)"
2020,Gated Channel Transformation for Visual Recognition,"Ph.D student, University of Technology Sydney"
2020,Superpixel Segmentation With Fully Convolutional Networks,"Pennsylvania State University, Tianjin University"
2020,Optimal least-squares solution to the hand-eye calibration problem,Nordita
2020,Uncertainty-Aware CNNs for Depth Completion: Uncertainty from Beginning to End,PhD student at Linköping University
2020,Symmetry and Group in Attribute-Object Compositions,"Ph.D., Shanghai Jiao Tong University"
2020,SurfelGAN: Synthesizing Realistic Sensor Data for Autonomous Driving,The University of Texas at Austin
2020,Learning to Learn Single Domain Generalization,University of Delaware
2020,Action Genome: Actions As Compositions of Spatio-Temporal Scene Graphs,"Ph.D. Candidate, Stanford University"
2020,Speech2Action: Cross-Modal Supervision for Action Recognition,"Research Scientist, Google"
2020,Rethinking Performance Estimation in Neural Architecture Search,Xiamen university
2020,Revisiting the Sibling Head in Object Detector,Senior Researcher @Sensetime Base Model
2020,EcoNAS: Finding Proxies for Economical Neural Architecture Search,PhD student of the University of Sydney
2020,On Vocabulary Reliance in Scene Text Recognition,University of Rochester
2020,Imitative Non-Autoregressive Modeling for Trajectory Forecasting and Imputation,"École polytechnique fédérale de Lausanne (EPFL), CVLab"
2020,Hi-CMD: Hierarchical Cross-Modality Disentanglement for Visible-Infrared Person Re-Identification,Qualcomm AI research
2020,Say As You Wish: Fine-Grained Control of Image Caption Generation With Abstract Scene Graphs,INRIA Paris
2020,RPM-Net: Robust Point Matching Using Learned Features,National University of Singapore
2020,Understanding Human Hands in Contact at Internet Scale,University of Michigan
2020,Self-Supervised Equivariant Attention Mechanism for Weakly Supervised Semantic Segmentation,"Institute of Computing Technology, Chinese Academy of Sciences"
2020,TBT: Targeted Neural Network Attack With Bit Trojan,Arizona State University
2020,End-to-End Learning of Visual Representations From Uncurated Instructional Videos,DeepMind
2020,Neural Implicit Embedding for Point Cloud Analysis,"Research Scientist, LINE Corp."
2020,Moving in the Right Direction: A Regularization for Deep Metric Learning,"Graduate Student, University at Buffalo"
2020,Improved Few-Shot Visual Classification,"Co-Founder/CEO, Stealth AI Startup"
2020,Visual Chirality,Carnegie Mellon University
2020,Learning Longterm Representations for Person Re-Identification Using Radio Signals,"PhD Student, MIT"
2020,DSNAS: Direct Neural Architecture Search Without Parameter Retraining,PhD student in The Chinese University of Hong Kong
2020,"Panoptic-DeepLab: A Simple, Strong, and Fast Baseline for Bottom-Up Panoptic Segmentation",University of Illinois at Urbana-Champaign
2020,Spatio-Temporal Graph for Video Captioning With Knowledge Distillation,Stanford University
2020,ViBE: Dressing for Diverse Body Shapes,UT Austin
2020,Video Panoptic Segmentation,KAIST
2020,Structured Multi-Hashing for Model Compression,Google
2020,ZeroQ: A Novel Zero Shot Quantization Framework,Cornell University
2020,Learning Visual Motion Segmentation Using Event Surfaces,"University of Maryland, College Park"
2020,Orthogonal Convolutional Neural Networks,UC Berkeley
2020,Just Go With the Flow: Self-Supervised Scene Flow Estimation,"Carnegie Mellon University, Jaypee Institute of Information Technology"
2020,Fast Sparse ConvNets,Google AI
2020,Gradually Vanishing Bridge for Adversarial Domain Adaptation,Meituan Group
2020,Towards Inheritable Models for Open-Set Domain Adaptation,"PhD student, Indian Institute of Science, Banglore"
2020,Learning Depth-Guided Convolutions for Monocular 3D Object Detection,The University of Hong Kong
2020,Your Local GAN: Designing Two Dimensional Local Attention Mechanisms for Generative Models,The University of Texas at Austin
2020,Probabilistic Video Prediction From Noisy Data With a Posterior Confidence,"Assistant Professor, Shanghai Jiao Tong University"
2020,Generalizing Hand Segmentation in Egocentric Videos With Uncertainty-Guided Model Adaptation,Associate Professor @ Hunan University; The University of Tokyo
2020,Revisiting Pose-Normalization for Fine-Grained Few-Shot Recognition,"PhD student, Cornell University"
2020,Correspondence Networks With Adaptive Neighbourhood Consensus,University of Oxford
2020,GraspNet-1Billion: A Large-Scale Benchmark for General Object Grasping,Shanghai Jiao Tong University
2020,Meshed-Memory Transformer for Image Captioning,University of Modena and Reggio Emilia
2020,Data-Free Knowledge Amalgamation via Group-Stack Dual-GAN,浙江大学
2020,JA-POLS: A Moving-Camera Background Model via Joint Alignment and Partially-Overlapping Local Subspaces,"PhD student in Computer Science, Ben-Gurion University"
2020,Mnemonics Training: Multi-Class Incremental Learning Without Forgetting,Max Planck Institute for Informatics
2020,Learning When and Where to Zoom With Deep Reinforcement Learning,Samsung Research America
2020,Densely Connected Search Space for More Flexible Neural Architecture Search,Huazhong University of Science and Technology
2020,Neural Topological SLAM for Visual Navigation,"Carnegie Mellon University, Facebook AI Research"
2020,Generalized ODIN: Detecting Out-of-Distribution Image Without Learning From Out-of-Distribution Data,Samsung Research America
2020,DOPS: Learning to Detect 3D Objects and Predict Their 3D Shapes,University of Maryland
2020,Multimodal Categorization of Crisis Events in Social Media,Dataminr
2020,SwapText: Image Based Texts Transfer in Scenes,Alibaba
2020,MetaFuse: A Pre-trained Fusion Model for Human Pose Estimation,Peking University
2020,Local-Global Video-Text Interactions for Temporal Grounding,Kakao Brain
2020,MotionNet: Joint Perception and Motion Prediction for Autonomous Driving Based on Bird's Eye View Maps,Snap Inc.
2020,D2Det: Towards High Quality Object Detection and Instance Segmentation,Tianjin University
2020,Two-Stage Peer-Regularized Feature Recombination for Arbitrary Image Style Transfer,NNAISENSE
2020,Incremental Learning in Online Scenario,Purdue University
2020,Discovering Human Interactions With Novel Objects via Zero-Shot Learning,Nanyang Technological University
2020,Squeeze-and-Attention Networks for Semantic Segmentation,University of Waterloo
2020,Unifying Training and Inference for Panoptic Segmentation,"DPhil Student, University of Oxford"
2020,Scalable Uncertainty for Computer Vision With Functional Variational Inference,"PhD Candidate, Imperial College London"
2020,X-Linear Attention Networks for Image Captioning,JD AI Research
2020,ABCNet: Real-Time Scene Text Spotting With Adaptive Bezier-Curve Network,mmlab; scut; uofa
2020,FeatureFlow: Robust Video Interpolation via Structure-to-Texture Generation,"Grad Student, Texas A&M University"
2020,SharinGAN: Combining Synthetic and Real Data for Unsupervised Geometry Estimation,Graduate Student at University of Maryland College park
2020,Large-Scale Object Detection in the Wild From Imbalanced Multi-Labels,
2020,AugFPN: Improving Multi-Scale Feature Learning for Object Detection,"NLPR, Institute of Automation"
2020,Deep Residual Flow for Out of Distribution Detection,"PhD student, Technion"
2020,Iterative Answer Prediction With Pointer-Augmented Multimodal Transformers for TextVQA,"Research Scientist, Facebook AI Research (FAIR)"
2020,iTAML: An Incremental Task-Agnostic Meta-learning Approach,"PhD student, UC Berkeley"
2020,GrappaNet: Combining Parallel Imaging With Deep Learning for Multi-Coil MRI Reconstruction,Facebook Artificial Intelligence Research
2020,FBNetV2: Differentiable Neural Architecture Search for Spatial and Channel Dimensions,"PhD Student, UC Berkeley"
2020,DeFeat-Net: General Monocular Depth via Simultaneous Unsupervised Representation Learning,"Centre for Vision, Speech, and Signal Processing (CVSSP), University of Surrey"
2020,Regularizing Class-Wise Predictions via Self-Knowledge Distillation,"Ph.D. Student, KAIST"
2020,Vision-Language Navigation With Self-Supervised Auxiliary Reasoning Tasks,Monash University
