aazyear,paper,affiliations
2019,Sim2real transfer learning for 3D human pose estimation: motion to the rescue,"Research Scientist, DeepMind"
2019,Unsupervised Curricula for Visual Meta-Reinforcement Learning,UC Berkeley
2019,Recurrent Kernel Networks,Inria
2019,A Universally Optimal Multistage Accelerated Stochastic Gradient Method,"Industrial Engineering, Penn State University"
2019,Offline Contextual Bandits with High Probability Fairness Guarantees,University of Massachusetts Amherst
2019,Bias Correction of Learned Generative Models using Likelihood-Free Importance Weighting,"Assistant Professor of Computer Science, UCLA"
2019,LCA: Loss Change Allocation for Neural Network Training,Facebook AI Research
2019,Polynomial Cost of Adaptation for X-Armed Bandits,University of Amsterdam
2019,Modelling heterogeneous distributions with an Uncountable Mixture of Asymmetric Laplacians,Research Engineer at BSC-CNS. Ending the Industrial Ph.D. at BBVA D&A and UB
2019,GNNExplainer: Generating Explanations for Graph Neural Networks,Stanford University
2019,Unsupervised learning of object structure and dynamics from videos,"Research Scientist, Google Brain"
2019,Scalable Structure Learning of Continuous-Time Bayesian Networks from Incomplete Data,Machine Learning Engineer @Kausa.ai
2019,Defense Against Adversarial Attacks Using Feature Scattering-based Adversarial Training,"Senior Research Scientist, Horizon Robotics"
2019,Identifying Causal Effects via Context-specific Independence Relations,"Postdoctoral researcher, University of Jyväskylä"
2019,Ordered Memory,"Mila, Universite de Montreal"
2019,Approximating the Permanent by Sampling from Adaptive Partitions,Stanford University
2019,Reverse engineering recurrent networks for sentiment classification reveals line attractor dynamics,Google Brain
2019,Initialization of ReLUs for Dynamical Isometry,Harvard University
2019,On the Transfer of Inductive Bias from Simulation to the Real World: a New Disentanglement Dataset,Max Planck Institute for Intelligent Systems
2019,PowerSGD: Practical Low-Rank Gradient Compression for Distributed Optimization,EPFL
2019,"Distribution oblivious, risk-aware algorithms for multi-armed   bandits with unbounded rewards",Student at Stanford University
2019,G2SAT: Learning to Generate SAT Formulas,"CS PhD candidate, Stanford University"
2019,The Functional Neural Process,Qualcomm AI Research
2019,Multi-source Domain Adaptation for Semantic Segmentation,Columbia University
2019,On Exact Computation with an Infinitely Wide Neural Net,"Professor of Computer Science, Princeton University"
2019,Conditional Independence Testing using Generative Adversarial Networks,University of Cambridge
2019,Classification-by-Components: Probabilistic Modeling of Reasoning over a Set of Components,Dr. Ing. hc F. Porsche AG
2019,User-Specified Local Differential Privacy in Unconstrained Adaptive Online Learning,"PostDoc, Università degli Studi di Milano"
2019,Learning Representations by Maximizing Mutual Information Across Views,Microsoft Research
2019,A neurally plausible model learns successor representations in partially observable environments,DeepMind
2019,Inherent Weight Normalization in Stochastic Neural Networks,University of California Irvine
2019,Structure Learning with Side Information: Sample Complexity,University of Pennsylvania
2019,Discrete Flows: Invertible Generative Models of Discrete Data,"Research Scientist, Google"
2019,Online-Within-Online Meta-Learning,University College of London
2019,Using Statistics to Automate Stochastic Optimization,MIT
2019,D-VAE: A Variational Autoencoder for Directed Acyclic Graphs,Peking University
2019,"Adversarial Examples Are Not Bugs, They Are Features",Massachusetts Institute of Technology
2019,Generalization in Reinforcement Learning with Selective Noise Injection and Information Bottleneck,University of Oxford
2019,Certifiable Robustness to Graph Perturbations,CISPA Helmholtz Center for Information Security
2019,Rates of Convergence for Large-scale Nearest Neighbor Classification,"Associate Professor of Mathematical Sciences, Binghamton University"
2019,Self-Routing Capsule Networks,Seoul National University
2019,A Model-Based Reinforcement Learning with Adversarial Training for Online Recommendation,Stony Brook University
2019,Multimodal Model-Agnostic Meta-Learning via Task-Aware Modulation,University of Oxford
2019,On the Curved Geometry of Accelerated Optimization,Facebook AI Research
2019,How to Initialize your Network? Robust Initialization for WeightNorm & ResNets,"Senior Research Scientist, Salesforce"
2019,Gradient based sample selection for online continual learning,Researcher at Toyota Motor Europe
2019,Selecting causal brain features with a single conditional independence test per feature,"Max Planck Institute for Intelligent Systems, Empirical Inference Department"
2019,Weakly Supervised Instance Segmentation using the Bounding Box Tightness Prior,University of Texas at Austin
2019,Copula-like Variational Inference,University College London
2019,Towards Hardware-Aware Tractable Learning of Probabilistic Models,"Postdoctoral Researcher, University of California, Berkeley"
2019,Two Time-scale Off-Policy TD Learning: Non-asymptotic Analysis over Markovian Samples,Ohio State University
2019,Incremental Few-Shot Learning with Attention Attractor Networks,University of Toronto
2019,Weight Agnostic Neural Networks,"Autodesk AI Lab, Autodesk"
2019,DeepWave: A Recurrent Neural-Network for Real-Time Acoustic Imaging,Swiss Federal Institute of Technology (EPFL)
2019,A Linearly Convergent Proximal Gradient Algorithm for Decentralized  Optimization,"Kuwait University, EE department"
2019,Graph Structured Prediction Energy Networks,University of Illinois at Urbana-Champaign
2019,Universal Invariant and Equivariant Graph Neural Networks,"CNRS, GIPSA-lab"
2019,Transfusion: Understanding Transfer Learning for Medical Imaging,Cornell University and Google Brain
2019,Face Reconstruction from Voice using Generative Adversarial Networks,Carnegie Mellon University
2019,Using a Logarithmic Mapping to Enable Lower Discount Factors in Reinforcement Learning,Microsoft Research
2019,Adversarial Music: Real world Audio Adversary against Wake-word Detection System,Carnegie Mellon University
2019,A Little Is Enough: Circumventing Defenses For Distributed Learning,Bar Ilan University
2019,Statistical Model Aggregation via Parameter Matching,"Research Staff Member, IBM Research AI"
2019,A Meta-Analysis of Overfitting in Machine Learning,Google Research
2019,Abstract Reasoning with Distracting Features,USTC
2019,Deep Scale-spaces: Equivariance Over Scale,University of Amsterdam
2019,Generalized Sliced Wasserstein Distances,"Assistant Professor of Computer Science, Vanderbilt University, Nashville, TN"
2019,Scalable Spike Source Localization in Extracellular Recordings using Amortized Variational Inference,"PhD Candidate, Institute for Adaptive and Neural Computation, University of Edinburgh"
2019,When does label smoothing help?,Twitter
2019,CondConv: Conditionally Parameterized Convolutions for Efficient Inference,Google Brain
2019,Nonzero-sum Adversarial Hypothesis Testing Games,"PhD Student, Indian Institute of Science"
2019,Quantum Wasserstein Generative Adversarial Networks,"Graduate Student, University of Maryland - College Park"
2019,Deep Learning without Weight Transport,University of Toronto
2019,Implicit Regularization of Discrete Gradient Dynamics in Linear Neural Networks,"Assistant professor at Mila, University of Montréal (DIRO)"
2019,Generative Models for Graph-Based Protein Design,"Generate Biomedicines, Inc"
2019,Neural Taskonomy: Inferring the Similarity of Task-Derived Representations from Brain Activity,Carnegie Mellon Univerisity
2019,Adaptive Gradient-Based Meta-Learning Methods,CMU
2019,Meta-Learning Representations for Continual Learning,University of Alberta
2019,Massively scalable Sinkhorn distances via the Nyström method,MIT
2019,A Composable Specification Language for Reinforcement Learning Tasks,"PhD student, University of Pennsylvania"
2019,Learning to Predict 3D Objects with an Interpolation-based Differentiable Renderer,"Ph.D. Student, University of Toronto"
2019,On the Utility of Learning about Humans for Human-AI Coordination,"PhD student, UC Berkeley"
2019,Maximum Expected Hitting Cost of a Markov Decision Process and Informativeness of Rewards,"PhD candidate, Toyota Technological Institute at Chicago"
2019,Adaptive Influence Maximization with Myopic Feedback,Columbia University
2019,Compression with Flows via Local Bits-Back Coding,Google Brain
2019,High Fidelity Video Prediction with Large Stochastic Recurrent Neural Networks,"Research Scientist, Google Brain"
2019,Certifying Geometric Robustness of Neural Networks,ETH Zurich
2019,Constrained deep neural network architecture search for IoT devices accounting for hardware calibration,"IBM, ETH"
2019,MAVEN: Multi-Agent Variational Exploration,University of Oxford
2019,The continuous Bernoulli: fixing a pervasive error in variational autoencoders,Layer 6 AI
2019,Propagating Uncertainty in Reinforcement Learning via Wasserstein Barycenters,"Postdoctoral Researcher, Politecnico di Milano"
2019,Multi-relational Poincaré Graph Embeddings,DeepMind
2019,Episodic Memory in Lifelong Language Learning,DeepMind
2019,Differentially Private Bayesian Linear Regression,University of Massachusetts Amherst
2019,Wasserstein Dependency Measure for Representation Learning,DeepMind
2019,Multi-Agent Common Knowledge Reinforcement Learning,University of Oxford
2019,Subspace Detours: Building Transport Plans that are Optimal on Subspace Projections,INRIA - École Normale Supérieure
2019,Exact sampling of determinantal point processes with sublinear time preprocessing,Assistant Professor at University of Michigan
2019,Experience Replay for Continual Learning,"McGill University, Mila Quebec AI Institute"
2019,On the Downstream Performance of Compressed Word Embeddings,Research Scientist at Google
2019,Nonparametric Density Estimation & Convergence Rates for GANs under Besov IPM Losses,"Postdoctoral Fellow, University of Texas at Austin"
2019,Blended Matching Pursuit,Toulouse School of Economics
2019,Who is Afraid of Big Bad Minima? Analysis of gradient-flow in spiked matrix-tensor models,Gatsby Computational Neuroscience Unit & Sainsbury Wellcome Centre | University College …
2019,Online Convex Matrix Factorization with Representative Regions,
2019,Differential Privacy Has Disparate Impact on Model Accuracy,"Cornell Tech, Cornell University"
2019,Approximating Interactive Human Evaluation with Self-Play for Open-Domain Dialog Systems,"Research Scientist, Google Research"
2019,On Tractable Computation of Expected Predictions,Computer Science PhD Student at UCLA
2019,Stagewise Training Accelerates Convergence of Testing Error Over SGD,"Ph.D Student, University of Iowa"
2019,Specific and Shared Causal Relation Modeling and Mechanism-Based Clustering,Carnegie Mellon University
2019,Unsupervised Meta-Learning for Few-Shot Image Classification,Research Assistant
2019,Transferable Normalization: Towards Improving Transferability of Deep Neural Networks,"PhD Student, Tsinghua University"
2019,Efficient Approximation of Deep ReLU Networks for Functions on Low Dimensional Manifolds,Georgia Institute of Technology
2019,GOT: An Optimal Transport framework for Graph comparison,"PhD student in Computer science, EPFL"
2019,A Benchmark for Interpretability Methods in Deep Neural Networks,Google Brain
2019,Biases for Emergent Communication in Multi-agent Reinforcement Learning,
2019,Uniform Error Bounds for Gaussian Process Regression with Application to Safe Control,Technical University of Munich
2019,Leader Stochastic Gradient Descent for Distributed Training of Deep Learning Models,New York University
2019,Random deep neural networks are biased towards simple functions,"Scuola Normale Superiore (Pisa, Italy)"
2019,Discrete Object Generation with Reversible Inductive Construction,Princeton University
2019,Flow-based Image-to-Image Translation with Feature Disentanglement,"Toyota Central R&D Labs., Inc."
2020,An Unsupervised Information-Theoretic Perceptual Quality Metric,"AI Resident, Google Research"
2020,"Benchmarking Deep Inverse Models over time, and the Neural-Adjoint method",Duke University
2020,Off-Policy Evaluation and Learning for External Validity under a Covariate Shift,Cornell University
2020,Fast and Flexible Temporal Point Processes with Triangular Maps,"PhD student, Technical University of Munich"
2020,Backpropagating Linearly Improves Transferability of Adversarial Examples,Research Scientist
2020,PyGlove: Symbolic Programming for Automated Machine Learning,"Google Research, Brain Team"
2020,Improving Local Identifiability in Probabilistic Box Embeddings,"PhD in Computer Science, UMass Amherst"
2020,Statistical Guarantees of Distributed Nearest Neighbor Classification,Purdue University
2020,Algorithmic recourse under imperfect causal knowledge: a probabilistic approach,Max Planck Institute for Intelligent Systems
2020,How to Learn a Useful Critic? Model-based Action-Gradient-Estimator Policy Optimization,"PhD Student, Mila - Québec Artificial Intelligence Institute"
2020,Learning Composable Energy Surrogates for PDE Order Reduction,Princeton University
2020,Efficient Contextual Bandits with Continuous Actions,"Google, PhD New York University 2021"
2020,Hard Shape-Constrained Kernel Machines,"PhD graduate, INRIA Paris"
2020,On the Value of Out-of-Distribution Testing: An Example of Goodhart's Law,Idiap Research Institute
2020,Flows for simultaneous manifold learning and density estimation,New York University
2020,One-bit Supervision for Image Classification,Hefei University of Technology
2020,What is being transferred in transfer learning? ,"Staff Research Scientist, Google"
2020,Learning to Extrapolate Knowledge: Transductive Few-shot Out-of-Graph Link Prediction,KAIST
2020,Exploiting weakly supervised visual patterns to learn from partial annotations,"Research Scientist, Amazon AWS AI"
2020,FixMatch: Simplifying Semi-Supervised Learning with Consistency and Confidence,"Research Scientist, Google"
2020,Reinforcement Learning with Combinatorial Actions: An Application to Vehicle Routing,"PhD Student, MIT"
2020,Towards Playing Full MOBA Games with Deep Reinforcement Learning,Nanyang Technological University
2020,Online Agnostic Boosting via Regret Minimization,Princeton University
2020,Belief Propagation Neural Networks,Stanford University
2020,Debugging Tests for Model Explanations,MIT
2020,Fairness without Demographics through Adversarially Reweighted Learning,PhD student @ Max Planck Institute for Informatics
2020,Ridge Rider: Finding Diverse Solutions by Following Eigenvectors of the Hessian,"DPhil Student, University of Oxford"
2020,What went wrong and when? Instance-wise feature importance for time-series black-box models,"University of Toronto, Vector Institute"
2020,Learning Guidance Rewards with Trajectory-space Smoothing,"University of Illinois, Urbana-Champaign"
2020,Deep Structural Causal Models for Tractable Counterfactual Inference,"PhD Student, Imperial College London"
2020,Convolutional Generation of Textured 3D Meshes,ETH Zurich
2020,Higher-Order Spectral Clustering of Directed Graphs,University of Edinburgh
2020,Bayesian Deep Ensembles via the Neural Tangent Kernel,University of Oxford
2020,Improved Schemes for Episodic Memory-based Lifelong Learning,"Postdoc, UC Berkeley"
2020,Deep Wiener Deconvolution: Wiener Meets Deep Learning for Image Deblurring,Max Planck Institute for Informatics
2020,Discovering Reinforcement Learning Algorithms,"Research Scientist, DeepMind"
2020,Taming Discrete Integration via the Boon of Dimensionality,Rice University
2020,Simplify and Robustify Negative Sampling for Implicit Collaborative Filtering,Tsinghua University
2020,Automatic Perturbation Analysis for Scalable Certified Robustness and Beyond,"Assistant Professor, Drexel University"
2020,Ensembling geophysical models with Bayesian Neural Networks,"PhD Candidate in Engineering, University of Cambridge"
2020,Delving into the Cyclic Mechanism in Semi-supervised Video Object Segmentation,tencent
2020,Asymmetric Shapley values: incorporating causal knowledge into model-agnostic explainability,Faculty
2020,ExpandNets: Linear Over-parameterization to Train Compact Convolutional Networks,"PhD candidate of computer vision and machine learning, EPFL"
2020,The Implications of Local Correlation on Learning Some Deep Functions,"School of Computer Science, Hebrew University"
2020,Learning to search efficiently for causally near-optimal treatments,"PhD Student at the institute of neuroscience and physiology, Sahlgrenska academy"
2020,A Game Theoretic Analysis of Additive Adversarial Attacks and Defenses,Johns Hopkins University
2020,Posterior Network: Uncertainty Estimation without OOD Samples via Density-Based Pseudo-Counts,Technical University of Munich
2020,Recurrent Quantum Neural Networks,University of Cambridge
2020,No-Regret Learning and Mixed Nash Equilibria: They Do Not Mix,"PhD Candidate in Computer Science, Columbia University"
2020,An Asymptotically Optimal Primal-Dual Incremental Algorithm for Contextual Linear Bandits,Inria Lille
2020,A causal view of compositional zero-shot recognition,NVIDIA Research
2020,CASTLE: Regularization via Auxiliary Causal Graph Discovery,"Facebook; University of California, Los Angeles"
2020,Long-Tailed Classification by Keeping the Good and Removing the Bad Momentum Causal Effect,Nanyang Technological University
2020,Deep Archimedean Copulas,Carnegie Mellon University
2020,Thunder: a Fast Coordinate Selection Solver for  Sparse Learning,"Postdoctoral Researcher, Baidu Research USA"
2020, On Adaptive Attacks to Adversarial Example Defenses,"Visiting Researcher, Google Brain"
2020,Online Sinkhorn: Optimal Transport distances from sample streams,DeepMind
2020,Compositional Generalization via Neural-Symbolic Stack Machines,"EECS, UC Berkeley"
2020,Graphon Neural Networks and the Transferability of Graph Neural Networks,"PhD candidate, University of Pennsylvania"
2020,Efficient Exact Verification of Binarized Neural Networks,MIT
2020,Self-Supervised Relationship Probing,"Research Scientist, Adobe Research"
2020,Minimax Lower Bounds for Transfer Learning with Linear and One-hidden Layer Neural Networks,"Ph.D student in Electrical Engineering, University of Southern California"
2020,SE(3)-Transformers: 3D Roto-Translation Equivariant Attention Networks,University of Oxford
2020,On the equivalence of molecular graph convolution and molecular wave function with poor basis set,National Institute of Advanced Industrial Science and Technology
2020,Learning Affordance Landscapes for Interaction Exploration in 3D Environments,UT Austin
2020,Cooperative Multi-player Bandit Optimization ,Stanford University
2020,Scalable Multi-Agent Reinforcement Learning for Networked Systems with Average Reward,Carnegie Mellon University
2020,Optimizing Neural Networks via Koopman Operator Theory,
2020,SVGD as a kernelized Wasserstein gradient flow of the chi-squared divergence,"PhD Candidate, Massachusetts Institute of Technology"
2020,Network Diffusions via Neural Mean-Field Dynamics,"PhD of Mathematics, Georgia State University"
2020,Self-Distillation as Instance-Specific Label Smoothing,"PhD Student, Cornell University"
2020,Rethinking pooling in graph neural networks,"Ph.D. student, Aalto University"
2020,Pointer Graph Networks,"Staff Research Scientist, DeepMind | Affiliated Lecturer, University of Cambridge"
2020,Forethought and Hindsight in Credit Assignment,McGill University / Mila
2020,Robust Recursive Partitioning for Heterogeneous Treatment Effects with Uncertainty Quantification,Sejong University
2020,Lower Bounds and Optimal Algorithms for Personalized Federated Learning,"Research Assistant Professor, TTIC"
2020,Stationary Activations for Uncertainty Calibration in Deep Learning,PhD student
2020,On Power Laws in Deep Ensembles,National Research University Higher School of Economics / Faculty of Computer Science …
2020,Approximation Based Variance Reduction for Reparameterization Gradients,"University of Massachusetts, Amherst"
2020,Inverse Reinforcement Learning from a Gradient-based Learner,ETH Zurich
2020,Multiview Neural Surface Reconstruction by Disentangling Geometry and Appearance,"Computer Science PhD student, Weizmann Institute"
2020,Attention-Gated Brain Propagation: How the brain can implement reward-based error backpropagation,"Centrum Wiskunde & Informatica, Netherlands Institute for Neuroscience"
2020,Structured Prediction for Conditional Meta-Learning,University College London
2020,Learning abstract structure for drawing by efficient motor program induction,Rockefeller University
2020,Why Do Deep Residual Networks Generalize Better than Deep Feedforward Networks? --- A Neural Tangent Kernel Perspective,Princeton University
2020,Dual Instrumental Variable Regression,Max Planck Institute for Intelligent Systems
2020,Network-to-Network Translation with Conditional Invertible Neural Networks,Heidelberg University
2020,Intra-Processing Methods for Debiasing Neural Networks,"Ph.D. Candidate, Carnegie Mellon University"
2020,Geometric All-way Boolean Tensor Decomposition,Purdue University
2020,Modular Meta-Learning with Shrinkage,"Research Scientist, DeepMind"
2020,A/B Testing in Dense Large-Scale Networks: Design and Inference,LinkedIn
2020,Partial Optimal Tranport with applications on Positive-Unlabeled Learning,"Associate professor,  Université de Bretagne Sud, laboratoire IRISA"
2020,Logarithmic Pruning is All You Need,Research Scientist at Google DeepMind
2020,Adversarial Weight Perturbation Helps Robust Generalization,"Postdoctoral Researcher, University of Tokyo"
2020,Fourier Spectrum Discrepancies in Deep Network Generated Images,Texas A&M University
2020,"Lamina-specific neuronal properties promote robust, stable signal propagation in feedforward networks",OIST
2020,Learning Dynamic Belief Graphs to Generalize on Text-Based Games,Microsoft Turing
2020,Triple descent and the two kinds of overfitting: where & why do they appear?,"École Normale Supérieure, Paris"
2020,Multimodal Graph Networks for Compositional Generalization in Visual Question Answering,"Princeton University, University of Toronto"
2020,Domain Generalization for Medical Imaging Classification with Linear-Dependency Regularization,"Assistant Professor, Department of Electrical Engineering, City University of Hong Kong"
2020,A Novel Automated Curriculum Strategy to Solve Hard Sokoban Planning Instances,Cornell University
2020,Causal analysis of Covid-19 Spread in Germany,"Max Planck Institute for Intelligent Systems, Empirical Inference Department"
2020,Adaptive Gradient Quantization for Data-Parallel SGD,"University of Toronto, Vector Institute"
2020,Removing Bias in Multi-modal Classifiers: Regularization by Maximizing Functional Entropies,"Technion, Israel Institute of Technology"
2020,Compact task representations as a normative model for higher-order brain activity,Champalimaud Centre for the Unknown
2020,Co-exposure Maximization in Online Social Networks,KTH
2020,UCLID-Net: Single View Reconstruction in Object Space,EPFL
2020,Complex Dynamics in Simple Neural Networks: Understanding Gradient Flow in Phase Retrieval,Gatsby Computational Neuroscience Unit & Sainsbury Wellcome Centre | University College …
2020,Neural Message Passing for Multi-Relational Ordered and Recursive Hypergraphs,Indian Institute of Science
2020,Breaking the Communication-Privacy-Accuracy Trilemma,Stanford University
2020,Self-Distillation Amplifies Regularization in Hilbert Space,Research Scientist @ Google
2020,Coupling-based Invertible Neural Networks Are Universal Diffeomorphism Approximators,The University of Tokyo / RIKEN
2020,"Demystifying Contrastive Self-Supervised Learning: Invariances, Augmentations and Dataset Biases",Carnegie Mellon University
2020,Video Object Segmentation with Adaptive Feature Bank and Uncertain-Region Refinement,"Student, Louisiana State University"
2020,Inferring learning rules from animal decision-making,"Graduate Student, Princeton University"
2020,Dual Manifold Adversarial Robustness: Defense against Lp and non-Lp Adversarial Attacks,Adobe
2020,Cross-Scale Internal Graph Neural Network for Image Super-Resolution,Nanyang Technological University
2020,Restoring Negative Information in Few-Shot Object Detection,Tsinghua University
2020,Do Adversarially Robust ImageNet Models Transfer Better?,MIT
2020,Robust Correction of Sampling Bias using Cumulative Distribution Functions,"Ph.D Student, California Institute of Technology"
2020,Personalized Federated Learning with Theoretical Guarantees: A Model-Agnostic Meta-Learning Approach,"Ph.D. Candidate, MIT"
2020,Classification with Valid and Adaptive Coverage,"Assistant Professor of Electrical Engineering and Computer Science, Technion, Israel"
2020,Learning Global Transparent Models consistent with Local Contrastive Explanations,IBM Research
2020,Learning Disentangled Representations of Videos with Missing Data,"Ph.D. student, Northeastern University"
2020,Natural Graph Networks,"Qualcomm AI Research, University of Amsterdam"
2020,Continual Learning with Node-Importance based Adaptive Group Sparse Regularization,Sungkyunkwan University
2020,Deep Reinforcement and InfoMax Learning,Mila / McGill University
2020,On ranking via sorting by estimated expected utility,Criteo AI Lab
2020,Closing the Dequantization Gap: PixelCNN as a Single-Layer Flow,"PhD Student, Technical University of Denmark"
2020,Variance reduction for Random Coordinate Descent-Langevin Monte Carlo,"Phd, UW-Madison Department of Mathematics"
2020,All Word Embeddings from One Embedding,Tokyo Institute of Technology
2020,How to Characterize The Landscape of Overparameterized Convolutional Neural Networks,Princeton University
2020,Submodular Meta-Learning,"Ph.D. Student, University of Pennsylvania"
2020,Rethinking Pre-training and Self-training,"Staff Research Scientist, Google Brain"
2020,Unsupervised Sound Separation Using Mixture Invariant Training,Google Research
2020,Adaptive Discretization for Model-Based Reinforcement Learning,Cornell University
2020,CodeCMR: Cross-Modal Retrieval For Function-Level Binary Source Code Matching,Tencent Keen Lab
2020,On Warm-Starting Neural Network Training,Postdoc at Microsoft Research NYC
2020,Dissecting Neural ODEs,The University of Tokyo
2020,Teaching a GAN What Not to Learn,"Ph.D. Scholar, Indian institute of Science"
2020,Counterfactual Data Augmentation using Locally Factored Dynamics,"University of Toronto, Vector Institute"
2020,Self-Supervised Relational Reasoning for Representation Learning,"University of Cambridge, Postdoctoral Researcher"
2020,Fast Epigraphical Projection-based Incremental Algorithms for Wasserstein Distributionally Robust Support Vector Machine,The Chinese University of Hong Kong
2020,AttendLight: Universal Attention-Based Reinforcement Learning Model for Traffic Signal Control,SAS Institute
2020,From Predictions to Decisions: Using Lookahead Regularization,Technion
2020,Counterfactual Predictions under Runtime Confounding,Carnegie Mellon University
2020,Efficient Exploration of Reward Functions in Inverse Reinforcement Learning via Bayesian Optimization,National University of Singapore
2020,MDP Homomorphic Networks: Group Symmetries in Reinforcement Learning,University of Amsterdam
2020,How Can I Explain This to You? An Empirical Study of Deep Neural Network Explanation Methods,"University of California, Los Angeles"
2020,Munchausen Reinforcement Learning,"PhD Student, Google Research & Inria BIGS"
2020,Object Goal Navigation using Goal-Oriented Semantic Exploration,"Carnegie Mellon University, Facebook AI Research"
2020,Efficient semidefinite-programming-based inference for binary and multi-class MRFs,Stanford University
2020,Funnel-Transformer: Filtering out Sequential Redundancy for Efficient Language Processing,
2020,"Heavy-tailed Representations, Text Polarity Classification & Data Augmentation","Télécom Paris, Institut polytechnique de Paris"
2020,SuperLoss: A Generic Loss for Robust Curriculum Learning,Research engineer at Nota.ai
2020,Liberty or Depth: Deep Bayesian Neural Nets Do Not Need Complex Weight Posterior Approximations,University of Oxford
2020,Learning Differential Equations that are Easy to Solve,University of Toronto
2020,Stability of Stochastic Gradient Descent on Nonsmooth Convex Losses,"Assistant Professor, Computer Science & Engineering, The Ohio State University"
2020,Influence-Augmented Online Planning for Complex Environments,Delft University of Technology
2020,Learning Structured Distributions From Untrusted Batches: Faster and Simpler,UC Berkeley
2020,Diversity can be Transferred: Output Diversification for White- and Black-box Attacks,
2020,POLY-HOOT: Monte-Carlo Planning in Continuous Space MDPs with Non-Asymptotic Analysis,University of Illinois at Urbana-Champaign
2020,Reverse-engineering recurrent neural network solutions to a hierarchical inference task for mice,Stanford University
2020,Temporal Positive-unlabeled Learning for Biomedical Hypothesis Generation via Risk Estimation,PhD candidate
2020,Efficient Low Rank Gaussian Variational Inference for Neural Networks,PhD student at University of Cambridge
2020,Bayesian Deep Learning and a Probabilistic Perspective of Generalization,New York University
2020,Unsupervised Learning of Object Landmarks via Self-Training Correspondence,University of Nottingham
2020,Generative View Synthesis: From Single-view Semantics to Novel-view Images,PhD Student TU Kaiserslautern
2020,Multi-Task Reinforcement Learning with Soft Modularization,UC San Diego
2020,Hierarchically Organized Latent Modules for Exploratory Search in Morphogenetic Systems,Inria
2020,AI Feynman 2.0: Pareto-optimal symbolic regression exploiting graph modularity,Massachusetts Institute of Technology
2020,Probabilistic Orientation Estimation with Matrix Fisher Distributions,"PhD student, KTH/Tobii"
2020,Towards Deeper Graph Neural Networks with Differentiable Group Normalization,Rice University
2020,Improved guarantees and a multiple-descent curve for Column Subset Selection and the Nystrom method,Assistant Professor at University of Michigan
2020,Continual Learning of Control Primitives : Skill Discovery via Reset-Games,PhD Student at UC Berkeley
2020,HOI Analysis: Integrating and Decomposing Human-Object Interaction,"Ph.D., Shanghai Jiao Tong University"
2020,Deep Direct Likelihood Knockoffs,"Courant Institute, NYU"
2020,Meta-Neighborhoods,University of North Carolina at Chapel Hill
2020,Neural Dynamic Policies for End-to-End Sensorimotor Learning,Carnegie Mellon University
2020,Decision-Making with Auto-Encoding Variational Bayes,"Postdoctoral Scholar, Genentech and Stanford"
2020,Attribution Preservation in Network Compression for Reliable Network Interpretation,KAIST
2020,Causal Estimation with Functional Confounders,"PhD student, CS, NYU"
2020,Exact expressions for double descent and implicit regularization via surrogate random design,Assistant Professor at University of Michigan
2020,Certifying Confidence via Randomized Smoothing,"University of Maryland, College Park"
2020,Noise-Contrastive Estimation for Multivariate Point Processes,"Johns Hopkins University, Toyota Technology Institute at Chicago, The University of …"
2020,Neural Path Features and Neural Path Kernel : Understanding the role of gates in deep learning,Indian Institute of Technology Palakkad
2020,Multiscale Deep Equilibrium Models,"Machine Learning Department, Carnegie Mellon University"
2020,Second Order PAC-Bayesian Bounds for the Weighted Majority Vote,University of Aalborg
2020,Modeling Task Effects on Meaning Representation in the Brain via Zero-Shot MEG Prediction,Carnegie Mellon University
2020,Robust Quantization: One Model to Rule Them All,Technion
2020,Federated Accelerated Stochastic Gradient Descent,Stanford University
2020,Robust Density Estimation under Besov IPM Losses,"Postdoctoral Fellow, University of Texas at Austin"
2020,An analytic theory of shallow networks dynamics for hinge loss classification,"Postdoc, École normale supérieure, Paris"
2020,Learning to Orient Surfaces by Self-supervised Spherical CNNs,"Postdoc, University of Bologna"
2020,Generative causal explanations of black-box classifiers,Georgia Institute of Technology
2020,Sub-sampling for Efficient Non-Parametric Bandit Exploration,CNRS/Inria
2020,Language Through a Prism: A Spectral Approach for Multiscale Language Representations,"PhD Student, Stanford University"
2020,DVERGE: Diversifying Vulnerabilities for Enhanced Robust Generation of Ensembles,"PhD student, Duke University"
2020,The Value Equivalence Principle for Model-Based Reinforcement Learning,
2020,Structured Convolutions for Efficient Neural Network Design,Qualcomm AI Research
2020,Training Generative Adversarial Networks by Solving Ordinary Differential Equations,"Research Scientist, DeepMind"
2020,Unfolding the Alternating Optimization for Blind Super Resolution,中国科学院自动化所
2020,Entrywise convergence of iterative methods for eigenproblems,"PhD Student, Cornell University"
2020,Self-supervised Co-Training for Video Representation Learning,"Visual Geometry Group, University of Oxford"
2020,Meta-Learning Requires Meta-Augmentation,Postdoctoral Fellow at Mila - Quebec Artificial Intelligence Institute and University of …
2020,SLIP: Learning to predict in unknown dynamical systems with long-term memory,"Ph.D. Candidate in EECS, University of California, Berkeley"
2020,Bayesian Bits: Unifying Quantization and Pruning,"Machine Learning Researcher, Qualcomm AI Research"
2020,MiniLM: Deep Self-Attention Distillation for Task-Agnostic Compression of Pre-Trained Transformers,Microsoft Research
2020,Graph Contrastive Learning with Augmentations,"Ph.D. Student, Texas A&M University"
